country,ID,TotalCases,TotalDeaths,TotalCases1M,TotalDeaths1M,TotalTests,TotalTests1M,Population,Continent,1CaseEvery,1DeathEvery,1TestEvery,AccessElectricity,GDP,GDPperCap,LifeExpect,DrsPer1k,NewInfecHIV,FertilityRate,UrbanPopulation,UrbanPopulationPerc,Latitude,Longitude
Angola,111,9381.0,268.0,283.0,8.0,85213.0,2568.0,33180818.0,Africa,3537.0,123809.0,389.0,43.2592582702637,101353230784.594,3289.64666408633,60.782,0.1565,20000.0,5.519,20184707.0,60.8324574758826,-11.8775768,17.5691241
Haiti,112,9026.0,232.0,789.0,20.0,31783.0,2777.0,11446481.0,North America,1268.0,49338.0,360.0,45.277889251709,9658721169.63284,868.342024762787,63.66,0.2343,4600.0,2.935,6148669.0,53.71667502003454,19.1399952,-72.3570972
Gabon,113,8919.0,54.0,3978.0,24.0,225105.0,100400.0,2242074.0,Africa,251.0,41520.0,10.0,93.0356826782227,16862282413.8778,7956.62781558686,66.187,0.1565,1200.0,3.969,1893996.0,84.47517789332555,-0.8999695,11.6899699
Jamaica,114,8714.0,188.0,2939.0,63.0,92506.0,31196.0,2965296.0,North America,340.0,15773.0,32.0,98.9332809448242,15713908816.1463,5354.2368587703,74.368,1.9357,1500.0,1.979,1633951.0,55.10245857411874,18.1152958,-77.1598454610168
Cabo Verde,115,8396.0,94.0,15049.0,168.0,87480.0,156802.0,557900.0,Africa,66.0,5935.0,6.0,93.5859985351563,1966983316.32593,3617.32748829173,72.782,0.1565,100.0,2.274,357429.0,64.06685785983152,16.0000552,-24.0083947
Zimbabwe,116,8276.0,237.0,554.0,16.0,162958.0,10914.0,14931115.0,Africa,1804.0,63000.0,92.0,41.0415840148926,24311560500.0,1683.74057709465,61.195,0.2096,32000.0,3.615,4650663.0,31.14745951658667,-18.4554963,29.7468414
Sri Lanka,117,7872.0,16.0,367.0,0.7,441990.0,20613.0,21441941.0,Asia,2724.0,1340121.0,49.0,99.5834045410156,88425889592.1519,4080.56712469552,76.812,1.0041,200.0,2.199,4003749.0,18.672511970814583,7.5554942,80.7137847
Mauritania,118,7664.0,163.0,1635.0,35.0,85750.0,18293.0,4687533.0,Africa,612.0,28758.0,55.0,44.526912689209,7049169770.86399,1600.87646860561,64.704,0.1865,3850.0,4.561,2363349.0,50.417757058990304,20.2540382,-9.2399263
Cuba,120,6566.0,128.0,580.0,11.0,792218.0,69957.0,11324393.0,North America,1725.0,88472.0,14.0,100.0,100023000000.0,8821.81889125004,78.726,8.4218,1500.0,1.618,8734561.0,77.13050050453036,23.0131338,-80.8328748
Botswana,122,5923.0,21.0,2503.0,9.0,279070.0,117927.0,2366473.0,Africa,400.0,112689.0,8.0,64.8517227172852,18663264705.8824,8279.60136473398,69.275,0.1565,9100.0,2.874,1565400.0,66.14907501585694,-23.1681782,24.5928742
Malawi,123,5890.0,183.0,305.0,9.0,60115.0,3117.0,19283244.0,Africa,3274.0,105373.0,321.0,18.02,6917301908.62757,381.258987601084,63.798,0.0358,31000.0,4.209,3072933.0,15.935767861465633,-13.2687204,33.9301963
French Polynesia,124,5859.0,20.0,20819.0,71.0,26355.0,93648.0,281426.0,Australia/Oceania,48.0,14071.0,11.0,100.0,23412495063.4985,6266.96795881419,77.462,1.82985,600.0,1.941,171700.0,61.01070974252556,-16.03442485,-146.0490931059517
Eswatini,125,5854.0,116.0,5029.0,100.0,45870.0,39408.0,1163972.0,Africa,199.0,10034.0,25.0,76.5039825439453,4710618470.04358,4145.97411002514,59.401,0.1565,4700.0,2.99,270402.0,23.23097119174688,-26.5624806,31.3991317
Djibouti,126,5536.0,61.0,5578.0,61.0,83918.0,84550.0,992528.0,Africa,179.0,16271.0,12.0,60.3954467773438,3012820409.63313,3141.88921873893,66.582,0.1565,100.0,2.728,745819.0,75.14337127013042,11.8145966,42.8453061
Trinidad and Tobago,127,5511.0,105.0,3934.0,75.0,32234.0,23009.0,1400938.0,North America,254.0,13342.0,43.0,100.0,23808146747.7994,17129.9130902577,73.38,4.1675,100.0,1.725,739182.0,52.76336283261643,10.8677845,-60.9821067
Malta,128,5498.0,51.0,12441.0,115.0,317904.0,719370.0,441920.0,Europe,80.0,8665.0,1.0,100.0,14603581712.3288,30133.4661748731,82.4487804878049,3.4075,500.0,1.23,458518.0,103.75588341781318,35.8885993,14.4476911
Nicaragua,129,5434.0,155.0,817.0,23.0,79686.0,59242.0,6649486.0,North America,1224.0,42900.0,17.0,88.0779571533203,13063873077.8495,2020.54702818624,74.275,0.9775,500.0,2.404,3783748.0,56.902864371772495,12.6090157,-85.2936911
Suriname,133,5170.0,109.0,8788.0,185.0,18133.0,30823.0,588301.0,South America,114.0,5397.0,32.0,97.4,3458090452.26131,6003.723065571,71.57,1.2101,500.0,2.418,380500.0,64.6777754924775,4.1413025,-56.0771187
Equatorial Guinea,135,5079.0,83.0,3584.0,59.0,64910.0,45804.0,1417129.0,Africa,279.0,17074.0,22.0,67.0325012207031,13278488567.3058,10144.1958108456,58.402,0.1565,4200.0,4.513,944333.0,66.6370528018268,1.613172,10.5170357
Rwanda,136,5066.0,34.0,388.0,3.0,547202.0,41925.0,13051938.0,Africa,2576.0,383881.0,24.0,34.7165718078613,9627720629.70522,782.618140904879,68.7,0.134,4600.0,4.044,2117287.0,16.22201239386825,-1.9646631,30.0644358
Latvia,138,4678.0,56.0,2489.0,30.0,423995.0,225600.0,1879409.0,Europe,402.0,33561.0,4.0,100.0,34313873284.5882,17805.2803143817,74.7829268292683,3.4075,500.0,1.6,1313215.0,69.87382735742992,56.8406494,24.7537645
Iceland,139,4448.0,11.0,13008.0,32.0,339123.0,991736.0,341949.0,Europe,77.0,31086.0,1.0,100.0,25737594324.9454,72968.7042306678,82.8609756097561,4.0778,500.0,1.71,330898.0,96.76823151990502,64.9841821,-18.1059013
Aruba,140,4420.0,36.0,41343.0,337.0,38206.0,357363.0,106911.0,North America,24.0,2970.0,3.0,100.0,23808146747.7994,9673.44367360619,76.152,1.9357,1050.0,1.896,45948.0,42.977803967786286,12.5013629,-69.9618475
Estonia,141,4411.0,73.0,3324.0,55.0,252319.0,190168.0,1326821.0,Europe,301.0,18176.0,5.0,100.0,30747159197.8965,23258.4675814303,78.2439024390244,4.4833,500.0,1.67,910578.0,68.62854899040639,58.7523778,25.3319078
Andorra,143,4038.0,69.0,52235.0,893.0,137457.0,1778113.0,77305.0,Europe,19.0,1120.0,1.0,100.0,3218316013.22626,41793.0552583729,81.3243902439024,3.4075,500.0,1.55,67813.0,87.72136343056724,42.5407167,1.5732033
Guyana,144,4023.0,119.0,5107.0,151.0,18417.0,23379.0,787764.0,South America,196.0,6620.0,43.0,91.8495254516602,3878662620.77146,4979.00218839886,69.774,0.8023,500.0,2.462,207262.0,26.310163957733533,4.8417097,-58.6416891
Somalia,145,3941.0,104.0,246.0,6.0,135630.5,13037.5,16030304.0,Africa,4068.0,154138.0,76.5,35.2555351257324,14250985958.6727,1534.49127445052,57.068,0.1565,500.0,6.072,6749317.0,42.10348724515767,8.3676771,49.083416
Thailand,146,3736.0,59.0,53.0,0.8,977854.0,13998.0,69856070.0,Asia,18698.0,1184001.0,71.0,100.0,506514103905.268,7295.47561612095,76.931,0.805,6100.0,1.525,34678853.0,49.643292272239194,14.8971921,100.83273
Cyprus,148,3545.0,25.0,2929.0,21.0,458164.0,378599.0,1210156.0,Asia,341.0,48406.0,3.0,100.0,24961995748.701,28689.7067225792,80.828,0.9186,1050.0,1.329,794548.0,65.65665914146606,34.9823018,33.1451285
Mali,149,3490.0,132.0,171.0,6.0,70223.0,3437.0,20430915.0,Africa,5854.0,154780.0,291.0,50.9,17172022684.31,900.110164506815,58.893,0.1286,3850.0,5.877,8080546.0,39.55058302577246,16.3700359,-2.2900239
Belize,150,3106.0,48.0,7767.0,120.0,21150.0,52889.0,399892.0,North America,129.0,8331.0,19.0,99.5400161743164,1871200000.0,4884.7341615523,74.496,1.9357,1050.0,2.307,175155.0,43.800576155562,16.8259793,-88.7600927
South Sudan,151,2883.0,56.0,257.0,5.0,12044.0,1072.0,11235248.0,Africa,3897.0,200629.0,933.0,28.2018566131592,14250985958.6727,1534.49127445052,57.604,0.1565,15000.0,4.696,2152927.0,19.16225614245453,7.8699431,29.6667897
Uruguay,152,2851.0,53.0,820.0,15.0,302334.0,86938.0,3477581.0,South America,1220.0,65615.0,12.0,100.0,59596885023.0917,17277.9701101852,77.77,1.75935,2300.0,1.973,3288355.0,94.55868892773454,-32.8755548,-56.0201525
Benin,153,2557.0,41.0,209.0,3.0,238105.0,19482.0,12221619.0,Africa,4780.0,298088.0,51.0,41.529239654541,14250985958.6727,1240.82946441954,61.47,0.0791,2900.0,4.836,5433806.0,44.460607060324826,9.5293472,2.2584408
Burkina Faso,154,2451.0,65.0,116.0,3.0,135630.5,13037.5,21080603.0,Africa,8601.0,324317.0,76.5,14.4,16199434624.5768,820.160793810547,61.174,0.1565,1800.0,5.189,5798656.0,27.507068939157005,12.0753083,-1.6880314
Guinea-Bissau,155,2403.0,41.0,1212.0,21.0,135630.5,13037.5,1982472.0,Africa,825.0,48353.0,76.5,28.6620216369629,1458156026.13413,777.969921786711,58.003,0.1565,1700.0,4.476,812700.0,40.99427381572098,12.100035,-14.9000214
Sierra Leone,156,2346.0,74.0,292.0,9.0,135630.5,13037.5,8027693.0,Africa,3422.0,108482.0,76.5,26.1,4085114794.22324,533.991184258936,54.309,0.1565,3500.0,4.263,3217272.0,40.077167873759,8.6400349,-11.8400269
Togo,158,2200.0,52.0,264.0,6.0,113460.0,13606.0,8339106.0,Africa,3791.0,160367.0,73.0,51.3452835083008,5356344850.49415,678.95563806112,60.76,0.0774,3500.0,4.32,3289910.0,39.45159109381749,8.7800265,1.0199765
Lesotho,160,1940.0,43.0,903.0,20.0,22264.0,10367.0,2147650.0,Africa,1107.0,49945.0,96.0,47.0,2575892261.32457,1221.88376312516,53.705,0.1565,9700.0,3.141,593502.0,27.634949828882732,-29.6039267,28.3350193
New Zealand,161,1935.0,25.0,387.0,5.0,1067143.0,213339.0,5002100.0,Australia/Oceania,2585.0,200084.0,5.0,100.0,207920613961.749,42949.9305849512,81.8585365853659,3.5898,200.0,1.71,4189305.0,83.7509246116631,-41.5000831,172.8344077
Chad,162,1437.0,96.0,87.0,6.0,135630.5,13037.5,16571408.0,Africa,11532.0,172619.0,76.5,11.7593555450439,11239167048.4916,726.149881109447,53.977,0.1565,3600.0,5.747,3569015.0,21.537186218575997,15.6134137,19.0156172
Liberia,163,1393.0,82.0,273.0,16.0,30332.0,5954.0,5094671.0,Africa,3657.0,62130.0,168.0,25.9182662963867,3264000000.0,677.322178545364,63.73,0.1565,1800.0,4.315,2464955.0,48.38300647873042,5.7499721,-9.3658524
Niger,164,1215.0,69.0,50.0,3.0,35257.0,1441.0,24474131.0,Africa,20143.0,354698.0,694.0,17.6,12826750567.1859,571.526992228733,62.024,0.1565,1000.0,6.913,3686254.0,15.061838150657934,17.7356214,9.3238432
Vietnam,165,1168.0,35.0,12.0,0.4,1246480.0,12769.0,97616709.0,Asia,83576.0,2789049.0,78.0,100.0,245213686369.157,2566.59694958511,75.317,0.9186,4900.0,2.049,34317154.0,35.1549999498549,13.2904027,108.4265113
Sao Tome and Principe,166,940.0,15.0,4264.0,68.0,6047.0,27432.0,220434.0,Africa,235.0,14696.0,36.0,71.0,422295934.152254,2001.1369778051,70.17,0.1565,3850.0,4.321,153635.0,69.6965985283577,0.8875498,6.9648718
San Marino,168,819.0,42.0,24121.0,1237.0,9184.0,270484.0,33954.0,Europe,41.0,808.0,4.0,100.0,1637931034.48276,48481.0133042107,81.3243902439024,3.4075,500.0,1.55,32848.0,96.74265182305471,43.9458623,12.458306
Channel Islands,169,795.0,48.0,4559.0,275.0,141888.0,813709.0,174372.0,Europe,219.0,3633.0,1.0,100.0,100910908218.62234,28094.004139925753,82.928,3.4075,500.0,1.51,52708.0,30.227330075929622,33.96579515,-120.09189711105296
Gibraltar,173,667.0,792.0,19799.0,158.0,62026.0,1841190.0,33688.0,Europe,51.0,6336.0,1.0,100.0,100910908218.62234,28094.004139925753,81.3243902439024,3.4075,500.0,1.55,33718.0,100.08905248159581,36.10674695,-5.335277183483561
Papua New Guinea,174,583.0,7.0,65.0,0.8,27003.0,3000.0,9000110.0,Australia/Oceania,15438.0,1285730.0,333.0,58.967357635498,23412495063.4985,2720.3852453824,64.263,0.0699,2700.0,3.564,1133366.0,12.592801643535468,-5.6816069,144.2489081
Burundi,175,557.0,1.0,46.0,0.08,49642.0,4137.0,11999960.0,Africa,21544.0,11999960.0,242.0,11.0242519378662,3036931818.18182,271.752044376648,61.247,0.1565,1200.0,5.41,1456375.0,12.136498788329295,-3.3634357,29.8870575
Comoros,178,517.0,7.0,591.0,8.0,135630.5,13037.5,875384.0,Africa,1693.0,125055.0,76.5,81.9227523803711,1178530757.72328,1415.95531263535,64.118,0.1565,100.0,4.205,241082.0,27.54014238322839,-12.2045176,44.2832964
Tanzania,179,509.0,21.0,8.0,0.3,135630.5,13037.5,60259767.0,Africa,118389.0,2869513.0,76.5,35.5589790344238,58001200572.3965,1060.99461489421,65.015,0.1565,67000.0,4.892,19022085.0,31.566808082746153,-6.5247123,35.7878438
Eritrea,181,461.0,98.5,129.0,11.0,135630.5,13037.5,3561906.0,Africa,7726.0,90106.5,76.5,49.6155433654785,14250985958.6727,1534.49127445052,65.941,0.1565,500.0,4.056,4486535.0,125.9588265383758,15.9500319,37.9999668
Mauritius,182,435.0,10.0,342.0,8.0,260973.0,205096.0,1272445.0,Africa,2925.0,127245.0,5.0,97.4660034179688,14181803715.4038,11208.2273695738,74.4163414634146,2.5331,1000.0,1.41,516155.0,40.56403223714974,-20.2759451,57.5703566
Liechtenstein,183,365.0,1.0,9564.0,26.0,9155.0,239892.0,38163.0,Europe,105.0,38163.0,4.0,100.0,100910908218.62234,28094.004139925753,83.0414634146342,3.4075,500.0,1.58,5436.0,14.244163194717396,47.1416307,9.5531527
Isle of Man,184,348.0,24.0,4086.0,282.0,15569.0,182784.0,85177.0,Europe,245.0,3549.0,5.0,100.0,100910908218.62234,28094.004139925753,81.3243902439024,3.4075,500.0,1.55,44214.0,51.908379022506075,54.1936805,-4.5591148
Bhutan,185,340.0,847.0,439.0,50.0,165557.0,213815.0,774299.0,Asia,2277.0,19834.0,5.0,100.0,2446674102.01858,3243.23112593497,71.46,0.4242,1050.0,1.975,308509.0,39.84365212921623,27.549511,90.5119273
Mongolia,186,338.0,847.0,103.0,50.0,85383.0,25914.0,3294893.0,Asia,9748.0,19834.0,39.0,98.1,13108769495.7425,4134.98719823511,69.689,0.9186,100.0,2.895,2169849.0,65.85491547069965,46.8250388,103.8499736
Monaco,187,306.0,2.0,7780.0,51.0,51953.0,1320917.0,39331.0,Europe,129.0,19666.0,1.0,100.0,7188238072.74445,185829.017960407,81.3243902439024,3.4075,500.0,1.55,38682.0,98.3499021128372,43.7323492,7.4276832
Cambodia,188,287.0,847.0,17.0,50.0,173538.0,10335.0,16791963.0,Asia,58509.0,19834.0,97.0,91.5506744384766,24571753583.4922,1512.12670972847,69.57,0.9186,1000.0,2.503,3800503.0,22.632869069566198,13.5066394,104.869423
Cayman Islands,189,239.0,1.0,3623.0,15.0,45365.0,687703.0,65966.0,North America,276.0,65966.0,1.0,100.0,5485419416.77667,85477.2870130687,75.03999999999999,1.9357,1050.0,2.0,64174.0,97.28344904951035,19.5417212,-80.5667132
Barbados,190,227.0,7.0,790.0,24.0,32740.0,113883.0,287488.0,North America,1266.0,41070.0,9.0,100.0,5086500000.0,17745.1934649963,79.081,1.9357,100.0,1.619,89280.0,31.05520926090828,13.1500331,-59.5250305
Bermuda,191,190.0,9.0,3054.0,145.0,79686.0,1281043.0,62204.0,North America,327.0,6912.0,1.0,100.0,23808146747.7994,9673.44367360619,81.6517073170732,1.9357,1050.0,1.6,63920.0,102.75866503761816,32.3018217,-64.7603583
Seychelles,192,153.0,98.5,1553.0,11.0,5200.0,52770.0,98541.0,Africa,644.0,90106.5,19.0,100.0,1586008996.62616,16390.824875738,72.8414634146341,0.1565,3850.0,2.41,54855.0,55.66718421773678,-4.6574977,55.4540146
Antigua and Barbuda,195,124.0,3.0,1263.0,31.0,3450.0,35137.0,98187.0,North America,792.0,32729.0,28.0,100.0,1610574074.07407,16726.9808079479,76.885,1.9357,1050.0,1.994,23685.0,24.122337987717316,17.2234721,-61.9554608
British Virgin Islands,198,71.0,1.0,2344.0,33.0,5193.0,171414.0,30295.0,North America,427.0,30295.0,6.0,100.0,23808146747.7994,9673.44367360619,75.03999999999999,1.9357,1050.0,2.0,14222.0,46.94504043571546,18.4024395,-64.5661642
Dominica,201,38.0,188.0,527.0,145.0,4268.0,59242.0,72043.0,North America,1896.0,6912.0,17.0,100.0,550892592.592593,7691.34509727878,75.03999999999999,1.9357,1050.0,2.0,50483.0,70.07342836916841,19.0974031,-70.3028026
Fiji,202,33.0,2.0,37.0,2.0,12125.0,13495.0,898513.0,Australia/Oceania,27228.0,449257.0,74.0,99.5933609008789,5536759653.15704,6266.96795881419,67.341,1.82985,200.0,2.774,496942.0,55.307157492434726,-18.1239696,179.0122737
Timor-Leste,203,29.0,847.0,22.0,50.0,10547.0,7952.0,1326310.0,Asia,45735.0,19834.0,126.0,85.5918350219727,1568611562.00556,1237.10268208254,69.26,0.7224,200.0,4.023,387720.0,29.232984747155644,-8.5151979,125.8375756
Grenada,204,28.0,188.0,248.0,145.0,6252.0,55480.0,112690.0,North America,4025.0,6912.0,18.0,95.2919845581055,1168696296.2963,10485.9071571796,72.384,1.9357,1050.0,2.063,40427.0,35.87452302777531,12.1360374,-61.6904045
New Caledonia,206,27.0,20.0,94.0,5.0,15180.0,53009.0,286369.0,Australia/Oceania,10606.0,200084.0,19.0,100.0,23412495063.4985,6266.96795881419,77.1487804878049,1.82985,600.0,1.97,200782.0,70.11303597805629,-20.454288599999998,164.55660583077983
Greenland,209,17.0,188.0,299.0,145.0,10273.0,180856.0,56802.0,North America,3341.0,6912.0,6.0,100.0,3051626389.63671,54470.9563864255,75.03999999999999,1.9357,1050.0,2.0,48637.0,85.62550614414985,77.6192349,-42.8125967
Solomon Islands,215,4.0,20.0,6.0,5.0,96.0,139.0,692118.0,Australia/Oceania,173030.0,200084.0,7210.0,66.6660995483398,1395608475.32223,2137.69070046201,72.835,1.82985,600.0,4.403,155047.0,22.401815875327618,-8.7053941,159.10710973724628
